,gene,sg^Ind1^Rep1^CellType
815,gene-1018,0.052202467573873985
816,gene-1020,0.10788585207064481
817,gene-1021,0.07433708077872925
818,gene-1024,-0.03100140554348123
819,gene-1025,0.07868838432724691
820,gene-1026,0.0221953929901701
821,gene-1027,-0.028800903926199963
822,gene-1028,-0.28944838083315716
823,gene-1029,-0.23833141442076672
824,gene-1030,0.10180941942230251
825,gene-1031,-0.07689594809419023
826,gene-1032,0.09448669331851538
827,gene-1033,-0.04911348904863999
828,gene-1034,-0.1857110689105995
829,gene-1035,-0.13880201346123053
830,gene-1036,0.2859449721370666
831,gene-1037,0.1937388843098411
832,gene-1038,0.22629466023685285
833,gene-1039,-0.5408167178125325
834,gene-1040,-0.06803343727518302
835,gene-1041,-0.10890770788271446
836,gene-1043,-0.3414432282476766
